국가명,2021
스리랑카,0.0069
나이지리아,0.0062
터키,0.005699999999999999
인도,0.004
쿠웨이트,0.0038
이집트,0.0032
카타르,0.0027
모로코,0.0027
사우디아라비아,0.0025
베트남,0.0023
